sector id,sector name,industry group id,industry group name,industry id,industry name,subindustry id,subindustry name,description
20.0,Industrials,2010.0,Capital Goods,201060.0,Machinery,20106020.0,Industrial Machinery,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
20.0,Industrials,2010.0,Capital Goods,201070.0,Trading Companies & Distributors,20107010.0,Trading Companies & Distributors,Trading companies and other distributors of industrial equipment and products.
20.0,Industrials,2020.0,Commercial  & Professional Services,202010.0,Commercial Services & Supplies,20201010.0,Commercial Printing,Companies providing commercial printing services. Includes printers primarily serving the media industry.
20.0,Industrials,2020.0,Commercial  & Professional Services,202010.0,Commercial Services & Supplies,20201050.0,Environmental & Facilities Services,"Companies providing environmental and facilities maintenance services. Includes waste management, facilities management and pollution control services.  Excludes large-scale water treatment systems classified in the Water Utilities Sub-Industry."
20.0,Industrials,2020.0,Commercial  & Professional Services,202010.0,Commercial Services & Supplies,20201060.0,Office Services & Supplies,Providers of office services and manufacturers of office supplies and equipment not classified elsewhere.
20.0,Industrials,2020.0,Commercial  & Professional Services,202010.0,Commercial Services & Supplies,20201070.0,Diversified Support Services,"Companies primarily providing labor oriented support services to businesses and governments.  Includes commercial cleaning services, dining & catering services, equipment repair services, industrial maintenance services, industrial auctioneers, storage & warehousing, transaction services, uniform rental services, and other business support services."
20.0,Industrials,2020.0,Commercial  & Professional Services,202010.0,Commercial Services & Supplies,20201080.0,Security & Alarm Services,"Companies providing security and protection services to business and governments. Includes companies providing services such as correctional facilities, security & alarm services, armored transportation & guarding.  Excludes companies providing security software classified under the Systems Software Sub-Industry and home security services classified under the Specialized Consumer Services Sub-Industry. Also excludes companies manufacturing security system equipment classified under the Electronic Equipment & Instruments Sub-Industry."
20.0,Industrials,2020.0,Commercial  & Professional Services,202020.0,Professional Services,20202010.0,Human Resource & Employment Services,"Companies providing business support services relating to human capital management. Includes employment agencies, employee training, payroll & benefit support services, retirement support services and temporary agencies."
20.0,Industrials,2020.0,Commercial  & Professional Services,202020.0,Professional Services,20202020.0,Research & Consulting Services,"Companies primarily providing research and consulting services to businesses and governments not classified elsewhere.  Includes companies involved in management consulting services, architectural design, business information or scientific research, marketing, and testing & certification services. Excludes companies providing information technology consulting services classified in the IT Consulting & Other Services Sub-Industry."
20.0,Industrials,2030.0,Transportation,203010.0,Air Freight & Logistics,20301010.0,Air Freight & Logistics,"Companies providing air freight transportation, courier and logistics services, including package and mail delivery and customs agents. Excludes those companies classified in the Airlines, Marine or Trucking Sub-Industries."
20.0,Industrials,2030.0,Transportation,203020.0,Airlines,20302010.0,Airlines,Companies providing primarily passenger air transportation.
20.0,Industrials,2030.0,Transportation,203030.0,Marine,20303010.0,Marine,"Companies providing goods or passenger maritime transportation. Excludes cruise-ships classified in the Hotels, Resorts & Cruise Lines Sub-Industry."
20.0,Industrials,2030.0,Transportation,203040.0,Road & Rail,20304010.0,Railroads,Companies providing primarily goods and passenger rail  transportation.
20.0,Industrials,2030.0,Transportation,203040.0,Road & Rail,20304020.0,Trucking,Companies providing primarily goods and passenger land transportation. Includes vehicle rental and taxi companies.
20.0,Industrials,2030.0,Transportation,203050.0,Transportation Infrastructure,20305010.0,Airport Services,Operators of airports and companies providing related services.
20.0,Industrials,2030.0,Transportation,203050.0,Transportation Infrastructure,20305020.0,Highways & Railtracks,"Owners and operators of roads, tunnels and railtracks."
20.0,Industrials,2030.0,Transportation,203050.0,Transportation Infrastructure,20305030.0,Marine Ports & Services,Owners and operators of marine ports and related services.
25.0,Consumer Discretionary,2510.0,Automobiles & Components,251010.0,Auto Components,25101010.0,Auto Parts & Equipment,Manufacturers of parts and accessories for  automobiles and motorcycles. Excludes companies classified in the Tires & Rubber Sub-Industry.
25.0,Consumer Discretionary,2510.0,Automobiles & Components,251010.0,Auto Components,25101020.0,Tires & Rubber,Manufacturers of tires and rubber.
25.0,Consumer Discretionary,2510.0,Automobiles & Components,251020.0,Automobiles,25102010.0,Automobile Manufacturers,Companies that produce mainly passenger automobiles and light trucks. Excludes companies producing mainly motorcycles and three-wheelers classified in the Motorcycle Manufacturers Sub-Industry and heavy duty trucks classified in the Construction Machinery & Heavy Trucks Sub-Industry.
25.0,Consumer Discretionary,2510.0,Automobiles & Components,251020.0,Automobiles,25102020.0,Motorcycle Manufacturers,"Companies that produce motorcycles, scooters or three-wheelers. Excludes bicycles classified in the Leisure Products Sub-Industry."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252010.0,Household Durables,25201010.0,Consumer Electronics,"Manufacturers of consumer electronics products including TVs, home audio equipment, game consoles, digital cameras, and related products. Excludes personal home computer manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry, and electric household appliances classified in the Household Appliances Sub-Industry."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252010.0,Household Durables,25201020.0,Home Furnishings,"Manufacturers of soft home furnishings or furniture, including upholstery, carpets and wall-coverings."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252010.0,Household Durables,25201030.0,Homebuilding,Residential construction companies. Includes manufacturers of prefabricated houses and semi-fixed manufactured homes.
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252010.0,Household Durables,25201040.0,Household Appliances,"Manufacturers of electric household appliances and related products.  Includes manufacturers of power and hand tools, including garden improvement tools.  Excludes TVs and other audio and video products classified in the Consumer Electronics Sub-Industry and personal computers classified in the Technology Hardware, Storage & Peripherals Sub-Industry."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252010.0,Household Durables,25201050.0,Housewares & Specialties,"Manufacturers of durable household products, including cutlery, cookware, glassware, crystal, silverware, utensils, kitchenware and consumer specialties not classified elsewhere."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252020.0,Leisure Products,25202010.0,Leisure Products,"Manufacturers of leisure products and equipment including sports equipment, bicycles and toys."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252030.0,"Textiles, Apparel & Luxury Goods",25203010.0,"Apparel, Accessories & Luxury Goods","Manufacturers of apparel, accessories & luxury goods. Includes companies primarily producing designer handbags, wallets, luggage, jewelry and watches. Excludes shoes classified in the Footwear Sub-Industry."
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252030.0,"Textiles, Apparel & Luxury Goods",25203020.0,Footwear,Manufacturers of footwear. Includes sport and leather shoes.
25.0,Consumer Discretionary,2520.0,Consumer Durables & Apparel,252030.0,"Textiles, Apparel & Luxury Goods",25203030.0,Textiles,"Manufacturers of textile and related products not classified in the Apparel, Accessories & Luxury Goods, Footwear or Home Furnishings Sub-Industries."
25.0,Consumer Discretionary,2530.0,Consumer Services,253010.0,"Hotels, Restaurants & Leisure",25301010.0,Casinos & Gaming,Owners and operators of casinos and gaming facilities. Includes companies providing lottery and betting services.
25.0,Consumer Discretionary,2530.0,Consumer Services,253010.0,"Hotels, Restaurants & Leisure",25301020.0,"Hotels, Resorts & Cruise Lines","Owners and operators of hotels, resorts and cruise-ships. Includes travel agencies, tour operators and related services not classified elsewhere . Excludes casino-hotels classified in the Casinos & Gaming Sub-Industry."
25.0,Consumer Discretionary,2530.0,Consumer Services,253010.0,"Hotels, Restaurants & Leisure",25301030.0,Leisure Facilities,"Owners and operators of leisure facilities, including sport and fitness centers, stadiums, golf courses and amusement parks not classified in the Movies & Entertainment Sub-Industry."
25.0,Consumer Discretionary,2530.0,Consumer Services,253010.0,"Hotels, Restaurants & Leisure",25301040.0,Restaurants,"Owners and operators of restaurants, bars, pubs, fast-food or take-out facilities. Includes companies that provide food catering services."
25.0,Consumer Discretionary,2530.0,Consumer Services,253020.0,Diversified Consumer Services,25302010.0,Education Services,"Companies providing educational services, either on-line or through conventional teaching methods. Includes, private universities, correspondence teaching, providers of educational seminars, educational materials and technical education. Excludes companies providing employee education programs classified in the Human Resources & Employment Services Sub-Industry"
25.0,Consumer Discretionary,2530.0,Consumer Services,253020.0,Diversified Consumer Services,25302020.0,Specialized Consumer Services,"Companies providing consumer services not classified elsewhere.  Includes residential services, home security, legal services, personal services, renovation & interior design services, consumer auctions and wedding & funeral services."
25.0,Consumer Discretionary,2540.0,Media,254010.0,Media,25401010.0,Advertising,"Companies providing advertising, marketing or public relations services."
25.0,Consumer Discretionary,2540.0,Media,254010.0,Media,25401020.0,Broadcasting,"Owners and operators of television or radio broadcasting systems, including programming. Includes, radio and television broadcasting, radio networks, and radio stations."
25.0,Consumer Discretionary,2540.0,Media,254010.0,Media,25401025.0,Cable & Satellite,Providers of cable or satellite television services. Includes cable networks and program distribution.
25.0,Consumer Discretionary,2540.0,Media,254010.0,Media,25401030.0,Movies & Entertainment,"Companies that engage in producing and selling entertainment products and services, including companies engaged in the production, distribution and screening of movies and television shows, producers and distributors of music, entertainment theaters and sports teams."
25.0,Consumer Discretionary,2540.0,Media,254010.0,Media,25401040.0,Publishing,"Publishers of newspapers, magazines and books, and providers of information in print or electronic formats."
25.0,Consumer Discretionary,2550.0,Retailing,255010.0,Distributors,25501010.0,Distributors,Distributors and wholesalers of general merchandise not classified elsewhere. Includes vehicle distributors.
25.0,Consumer Discretionary,2550.0,Retailing,255020.0,Internet & Direct Marketing Retail,25502020.0,Internet & Direct Marketing Retail,"Companies  providing  retail  services  primarily  on  the Internet, through mail order, and TV home shopping retailers."
25.0,Consumer Discretionary,2550.0,Retailing,255030.0,Multiline Retail,25503010.0,Department Stores,Owners and operators of department stores.
25.0,Consumer Discretionary,2550.0,Retailing,255030.0,Multiline Retail,25503020.0,General Merchandise Stores,Owners and operators of stores offering diversified general merchandise. Excludes hypermarkets and large-scale super centers classified in the Hypermarkets & Super Centers Sub-Industry.
25.0,Consumer Discretionary,2550.0,Retailing,255040.0,Specialty Retail,25504010.0,Apparel Retail,Retailers specialized mainly in apparel and accessories.
25.0,Consumer Discretionary,2550.0,Retailing,255040.0,Specialty Retail,25504020.0,Computer & Electronics Retail,"Owners and operators of consumer electronics, computers, video and related products retail stores."
25.0,Consumer Discretionary,2550.0,Retailing,255040.0,Specialty Retail,25504030.0,Home Improvement Retail,Owners and operators of home and garden improvement retail stores. Includes stores offering building materials and supplies.
25.0,Consumer Discretionary,2550.0,Retailing,255040.0,Specialty Retail,25504040.0,Specialty Stores,"Owners and operators of specialty retail stores not classified elsewhere. Includes jewelry stores, toy stores, office supply stores, health & vision care stores, and book & entertainment stores."
25.0,Consumer Discretionary,2550.0,Retailing,255040.0,Specialty Retail,25504050.0,Automotive Retail,"Owners and operators of stores specializing in automotive retail.  Includes auto dealers, gas stations, and retailers of auto accessories, motorcycles & parts, automotive glass, and automotive equipment & parts."
25.0,Consumer Discretionary,2550.0,Retailing,255040.0,Specialty Retail,25504060.0,Homefurnishing Retail,"Owners and operators of furniture and home furnishings retail stores.  Includes residential furniture, homefurnishings, housewares, and interior design.  Excludes home and garden improvement stores, classified in the Home Improvement Retail Sub-Industry."
30.0,Consumer Staples,3010.0,Food & Staples Retailing,301010.0,Food & Staples Retailing,30101010.0,Drug Retail,Owners and operators of primarily drug retail stores and pharmacies.
30.0,Consumer Staples,3010.0,Food & Staples Retailing,301010.0,Food & Staples Retailing,30101020.0,Food Distributors,Distributors of food products to other companies and not directly to the consumer.
30.0,Consumer Staples,3010.0,Food & Staples Retailing,301010.0,Food & Staples Retailing,30101030.0,Food Retail,Owners and operators of primarily food retail stores.
30.0,Consumer Staples,3010.0,Food & Staples Retailing,301010.0,Food & Staples Retailing,30101040.0,Hypermarkets & Super Centers,"Owners and operators of hypermarkets and super centers selling food and a wide-range of consumer staple products.  Excludes Food and Drug Retailers classified in the Food Retail and Drug Retail Sub-Industries, respectively."
30.0,Consumer Staples,3020.0,"Food, Beverage & Tobacco",302010.0,Beverages,30201010.0,Brewers,Producers of beer and malt liquors. Includes breweries not classified in the Restaurants Sub-Industry.
30.0,Consumer Staples,3020.0,"Food, Beverage & Tobacco",302010.0,Beverages,30201020.0,Distillers & Vintners,"Distillers, vintners and producers of alcoholic beverages not classified in the Brewers Sub-Industry."
30.0,Consumer Staples,3020.0,"Food, Beverage & Tobacco",302010.0,Beverages,30201030.0,Soft Drinks,Producers of non-alcoholic beverages including mineral waters. Excludes producers of milk classified in the Packaged Foods Sub-Industry.
30.0,Consumer Staples,3020.0,"Food, Beverage & Tobacco",302020.0,Food Products,30202010.0,Agricultural Products,"Producers of agricultural products. Includes crop growers, owners of plantations and companies that produce and process foods but do not package and market them. Excludes companies classified in the Forest Products Sub-Industry and those that package and market the food products classified in the Packaged Foods Sub-Industry."
30.0,Consumer Staples,3020.0,"Food, Beverage & Tobacco",302020.0,Food Products,30202030.0,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
30.0,Consumer Staples,3020.0,"Food, Beverage & Tobacco",302030.0,Tobacco,30203010.0,Tobacco,Manufacturers of cigarettes and other tobacco products.
30.0,Consumer Staples,3030.0,Household & Personal Products,303010.0,Household Products,30301010.0,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry."
30.0,Consumer Staples,3030.0,Household & Personal Products,303020.0,Personal Products,30302010.0,Personal Products,"Manufacturers of personal and beauty care products, including cosmetics and perfumes."
35.0,Health Care,3510.0,Health Care Equipment & Services,351010.0,Health Care Equipment & Supplies,35101010.0,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
35.0,Health Care,3510.0,Health Care Equipment & Services,351010.0,Health Care Equipment & Supplies,35101020.0,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
35.0,Health Care,3510.0,Health Care Equipment & Services,351020.0,Health Care Providers & Services,35102010.0,Health Care Distributors,Distributors and wholesalers of health care products not classified elsewhere.
35.0,Health Care,3510.0,Health Care Equipment & Services,351020.0,Health Care Providers & Services,35102015.0,Health Care  Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services"
35.0,Health Care,3510.0,Health Care Equipment & Services,351020.0,Health Care Providers & Services,35102020.0,Health Care Facilities,"Owners and operators of health care facilities, including hospitals, nursing homes, rehabilitation centers and animal hospitals."
35.0,Health Care,3510.0,Health Care Equipment & Services,351020.0,Health Care Providers & Services,35102030.0,Managed Health Care,Owners and operators of Health Maintenance Organizations (HMOs) and other managed plans.
35.0,Health Care,3510.0,Health Care Equipment & Services,351030.0,Health Care Technology,35103010.0,Health Care Technology,"Companies providing information technology services primarily to health care providers.  Includes companies providing application, systems and/or data processing software, internet-based tools, and IT consulting services to doctors, hospitals or businesses operating primarily in the Health Care Sector"
35.0,Health Care,3520.0,"Pharmaceuticals, Biotechnology & Life Sciences",352010.0,Biotechnology,35201010.0,Biotechnology,"Companies primarily engaged in the research, development, manufacturing and/or marketing of products based on genetic analysis and genetic engineering.  Includes companies specializing in protein-based therapeutics to treat human diseases. Excludes companies manufacturing products using biotechnology but without a health care application."
35.0,Health Care,3520.0,"Pharmaceuticals, Biotechnology & Life Sciences",352020.0,Pharmaceuticals,35202010.0,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs."
35.0,Health Care,3520.0,"Pharmaceuticals, Biotechnology & Life Sciences",352030.0,Life Sciences Tools & Services,35203010.0,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services.  Includes firms primarily servicing the pharmaceutical and biotechnology industries."
40.0,Financials,4010.0,Banks,401010.0,Banks,40101010.0,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services.  Excludes banks classified in the Regional Banks and Thrifts & Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
40.0,Financials,4010.0,Banks,401010.0,Banks,40101015.0,Regional Banks,Commercial banks whose businesses are derived primarily from conventional banking operations and have significant business activity in retail banking and small and medium corporate lending. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Thrifts & Mortgage Banks sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.
40.0,Financials,4010.0,Banks,401020.0,Thrifts & Mortgage Finance,40102010.0,Thrifts & Mortgage Finance,"Financial institutions providing mortgage and mortgage related services.  These include financial institutions whose assets are primarily mortgage related, savings & loans, mortgage lending institutions, building societies and companies providing insurance to mortgage banks."
40.0,Financials,4020.0,Diversified Financials,402010.0,Diversified Financial Services,40201020.0,Other Diversified Financial Services,"Providers of a diverse range of financial services and/or with some interest in a wide range of financial services including banking, insurance and capital markets, but with no dominant business line. Excludes companies classified in the Regional Banks and Diversified Banks Sub-Industries."
40.0,Financials,4020.0,Diversified Financials,402010.0,Diversified Financial Services,40201030.0,Multi-Sector Holdings,"A company with significantly diversified holdings across three or more sectors, none of which contributes a majority of profit and/or sales. Stakes held are predominantly of a non-controlling nature.  Includes diversified financial companies where stakes held are of a controlling nature. Excludes other diversified companies classified in the Industrials Conglomerates Sub-Industry."
40.0,Financials,4020.0,Diversified Financials,402010.0,Diversified Financial Services,40201040.0,Specialized Finance,"Providers  of  specialized  financial  services  not  classified  elsewhere. Companies  in  this  sub-industry  derive  a  majority  of  revenue  from  one  specialized  line  of  business. 
Includes,  but  not  limited  to,  commercial  financing  companies,  central  banks,  leasing  institutions, factoring services, and specialty boutiques. Excludes companies classified in the Financial Exchanges & Data sub-industry."
40.0,Financials,4020.0,Diversified Financials,402020.0,Consumer Finance,40202010.0,Consumer Finance,"Providers of consumer finance services, including personal credit, credit cards, lease financing, travel-related money services and pawn shops.  Excludes mortgage lenders classified in the Thrifts & Mortgage Finance Sub-Industry."
40.0,Financials,4020.0,Diversified Financials,402030.0,Capital Markets,40203010.0,Asset Management & Custody Banks,"Financial institutions primarily engaged in investment management and/or related custody and securities fee-based services. Includes companies operating mutual funds, closed-end funds and unit investment trusts.  Excludes banks and other financial institutions primarily involved in commercial lending, investment banking, brokerage and other specialized financial activities."
40.0,Financials,4020.0,Diversified Financials,402030.0,Capital Markets,40203020.0,Investment Banking & Brokerage,"Financial institutions primarily engaged in investment banking & brokerage services, including equity and debt underwriting, mergers and acquisitions, securities lending and advisory services. Excludes banks and other financial institutions primarily involved in commercial lending, asset management and specialized financial activities."
40.0,Financials,4020.0,Diversified Financials,402030.0,Capital Markets,40203030.0,Diversified Capital Markets,"Financial institutions primarily engaged in diversified capital markets activities, including a significant presence in at least two of the following area: large/major corporate lending, investment banking, brokerage and asset management. Excludes less diversified companies classified in the Asset Management & Custody Banks or Investment Banking & Brokerage sub-industries.  Also excludes companies classified in the Banks or Insurance industry groups or the Consumer Finance Sub-Industry."
40.0,Financials,4020.0,Diversified Financials,402030.0,Capital Markets,40203040.0,Financial Exchanges & Data,"Financial  exchanges  for  securities,  commodities,  derivatives and other financial instruments, and providers of financial decision support tools and products  including ratings agencies"
40.0,Financials,4020.0,Diversified Financials,402040.0,"Mortgage Real Estate Investment 
Trusts (REITs)",40204010.0,Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans.  Includes trusts that invest in mortgage-backed securities and other mortgage related assets."
40.0,Financials,4030.0,Insurance,403010.0,Insurance,40301010.0,Insurance Brokers,Insurance and reinsurance brokerage firms.
40.0,Financials,4030.0,Insurance,403010.0,Insurance,40301020.0,Life & Health Insurance,"Companies providing primarily life, disability, indemnity or supplemental health insurance. Excludes managed care companies classified in the Managed Health Care Sub-Industry."
40.0,Financials,4030.0,Insurance,403010.0,Insurance,40301030.0,Multi-line Insurance,"Insurance companies with diversified interests in life, health and property and casualty insurance."
40.0,Financials,4030.0,Insurance,403010.0,Insurance,40301040.0,Property & Casualty Insurance,Companies providing primarily property and casualty insurance.
40.0,Financials,4030.0,Insurance,403010.0,Insurance,40301050.0,Reinsurance,Companies providing primarily reinsurance.
45.0,Information Technology,4510.0,Software & Services,451010.0,Internet Software & Services,45101010.0,Internet Software & Services,"Companies developing and marketing internet software and/or providing internet services including online databases and interactive services, as well as companies deriving a majority of their revenues from online advertising. Excludes companies classified in the Internet Retail Sub-Industry."
45.0,Information Technology,4510.0,Software & Services,451020.0,IT Services,45102010.0,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services or Internet Software & Services Sub-Industries.  Includes information technology consulting and information management services.
