cik,company_name,ticker
842180,,BBVA
842180,,BBVXF
842517,,ISBA
842518,,EVBN
842633,,TRS
842717,,BRBS
842722,,DROP
843006,,ISDR
844059,,FRPH
844150,,NWG
844150,,RBSPF
844551,,WDS
844551,,WOPEF
844790,,PMM
844856,,HCMC
844887,,DHCC
844965,,TTI
845379,,CHN
845385,,PIAC
845606,,CXE
845611,,GCV
845819,,KTEL
845877,,AGM
845877,,AGM-A
845877,,AGM-PD
845877,,AGM-PE
845877,,AGM-PF
845877,,AGM-PG
845982,,SNN
845982,,SNNUF
1282850,,FCT
1282957,,GLU
1282957,,GLU-PB
1282957,,GLU-PA
1282980,,DROR
1283337,,KTN
1283464,,KTH
1283699,,TMUS
1283789,,RYNL
1284143,,JBK
1284237,,ABCFF
1284454,,YBCN
1284812,,CNS
1285170,,ITMSF
1285543,,ZRFY
1285550,,CLPT
1285650,,CGO
1285785,,MOS
1285786,,EMX
1285819,,OMER
1285890,,IGD
1286043,,KRG
1286139,,LZ
1286405,,GJH
1286613,,LINC
1286681,,DPZ
1286973,,USAS
1287032,,PSEC
1287032,,PSEC-PA
1287098,,MXCT
1287213,,PLOW
1287480,,BGT
1287498,,EVG
1287750,,ARCC
1287865,,MPW
1288403,,WTI
1288469,,MXL
1288750,,TLRS
1288770,,XTGRF
1288795,,GLV
1288847,,FIVN
1288855,,OPHC
1288992,,EFT
1289308,,ENS
1289340,,STXS
1289419,,MORN
1289460,,TXRH
1289490,,EXR
1289636,,PFIE
1289688,,JCYGY
1289688,,JCYCF
1289848,,HURN
1289850,,NURO
1289868,,MCN
1289877,,SFL
1289945,,SPOK
1290109,,LPL
1290476,,VBFC
1290658,,ITOX
1290677,,TPB
1290900,,CVGI
1291334,,FFA
1291733,,GOLLQ
1291855,,SPCB
1293135,,VET
1293282,,TTGT
1293613,,KYN
1293818,,OPGN
1293971,,BLUE
846475,,ZYXI
846546,,BNSOF
846596,,KSM
846617,,DCOM
846617,,DCOMG
846617,,DCOMP
846671,,VLT
846676,,AEF
846913,,FTEK
847411,,CXH
847942,,STQN
849145,,HGBL
849146,,LFVN
849395,,CRH
849399,,GEN
849401,,ADMT
849636,,RSPI
849869,,SLGN
849997,,FECOF
850027,,GRF
850033,,BPT
850141,,HMN
850209,,FL
850261,,SRNE
850429,,TG
850918,,GWLIF
850918,,GRWLF
850918,,GRWTF
850918,,GWLPF
851170,,MCR
851205,,CGNX
851310,,HLIT
851520,,EXPO
851968,,MHK
852772,,DENN
853816,,LSTR
1294133,,INGN
1294404,,SFUNY
1294591,,RKUNY
1294591,,RKUNF
1294808,,PYT
1295401,,TBBK
1295514,,MDWK
1295810,,SHO
1295810,,SHO-PH
1295810,,SHO-PI
1295947,,PBH
1295961,,QREE
1296250,,PFN
1296445,,ORA
1296484,,TOPS
1296774,,NCTY
1297184,,AMPH
1297341,,KFFB
1297937,,PRKA
1297989,,EXLS
1297996,,DLR
1297996,,DLR-PK
1297996,,DLR-PJ
1297996,,DLR-PL
1298675,,CUBE
1298699,,BXMX
1298946,,DRH
1298946,,DRH-PA
1299130,,PACB
1299709,,AX
1299939,,CADE
1299939,,CADE-PA
1299969,,CHCI
1300050,,GPLDF
1300317,,ECRO
1300391,,EOI
1300514,,LVS
1300524,,AMIH
1300734,,SISI
1300781,,ENMI
1300867,,ONCI
1300938,,ABCE
1301236,,SOHO
1301236,,SOHOO
1301236,,SOHOB
1301236,,SOHON
1301713,,SHVLF
1301787,,BXC
1301838,,PMPG
1301991,,SMME
1302028,,MNTX
1302084,,NSRCF
1302215,,HLI
1302387,,BVFL
1302624,,FAM
1303523,,BTI
1303523,,BTAFF
1303942,,BFIN
1304077,,FMNJ
1304161,,PBSV
1304409,,AHNR
1304421,,CNSL
1304492,,ATEX
854560,,GSBC
854775,,DGII
854800,,TIOG
855658,,LSCC
855683,,MLSS
855787,,TRLM
855886,,PDT
855887,,DSM
856982,,MMSI
856984,,USAQ
857005,,PTC
857855,,UCB
857855,,UCB-PI
857949,,CGA
858446,,IHG
858470,,CTRA
858655,,HAYN
858706,,GF
858877,,CSCO
859070,,FCBC
859737,,HOLX
859796,,JOF
860413,,FIBK
860489,,CEE
860543,,JKSM
860546,,CDP
860730,,HCA
860731,,TYL
860748,,KMPR
860748,,KMPB
1305168,,ARC
1305253,,EIGRQ
1305767,,PHD
1306550,,BGR
1306830,,CE
1306965,,SHEL
1306965,,RYDAF
1307579,,LIQT
1307748,,IVT
1307954,,HUN
1308027,,VYST
1308106,,SEAL-PA
1308106,,SEAL-PB
1308208,,ULH
1308335,,EOS
1308547,,DLB
1308569,,MLFB
1308648,,AG
1308927,,ETB
1309057,,CHHE
1309082,,CEIN
1309108,,WEX
1309251,,MALG
1309402,,GPRE
1310291,,BWVI
1310488,,BFNH
1310630,,CFOO
1311370,,LAZ
1311673,,YTFD
1312109,,SICP
1313275,,BCOV
1313310,,GRVY
1313510,,GGN
1313510,,GGN-PB
1313938,,SNNC
1314052,,AVXL
1314102,,EYPT
1314196,,OLB
1314727,,SONO
1314966,,BME
1315098,,RBLX
1315257,,KOP
861459,,GVA
861842,,CATY
861878,,SRCL
861884,,RS
861967,,WTKWY
861967,,WOLTF
861972,,SRLZF
862022,,HGTXU
862651,,INVU
862651,,INVUP
862668,,ESMC
862692,,CCEL
862831,,FISI
862831,,FIISO
862831,,FIISP
862861,,ALTS
863064,,RIO
863064,,RTPPF
863110,,ARTNA
863110,,ARTNB
863436,,BHE
863894,,VERU
863900,,MXE
864240,,SYPR
864749,,TRMB
865400,,GSVRF
865752,,MNST
866095,,JEQ
866273,,MTRX
866291,,ALGM
866374,,FLEX
866439,,DPLS
866706,,ESE
866729,,SCHL
866787,,AZO
866829,,HLX
867028,,FOMC
867038,,SPND
867773,,SPWRQ
867840,,POCI
868278,,PRPH
1315399,,PKBK
1316463,,GLQ
1316835,,BLDR
1317833,,AQPW
1317880,,PLPL
1317945,,OFLX
1318008,,ZUMZ
1318025,,PGP
1318220,,WCN
1318268,,MDEX
1318482,,KDOZF
1318482,,SGLDF
1318484,,CTRN
1318568,,EVRI
1318605,,TSLA
1318641,,STAB
1318885,,DSX
1318885,,DSX-PB
1318885,,DSX-WT
1319150,,PBMLF
1319161,,WMG
1319183,,FMY
1319643,,LSMG
1319947,,DBI
1320350,,LNSR
1320375,,BOE
1320414,,SEM
1320461,,CPS
1320695,,THS
1320760,,TSSI
1320854,,RAIL
1321517,,SRNW
1321655,,PLTR
1321732,,PEN
1321741,,GAIN
1321741,,GAINL
1321741,,GAINN
1321741,,GAINZ
1321828,,DCLT
1321834,,TNFA
1321851,,SEED
1322422,,HBM
1322435,,ETW
1322436,,ETV
1323404,,WPM
1323468,,GLP
1323468,,GLP-PB
1323885,,ATRC
1324404,,CF
1324424,,EXPE
1324736,,HENC
1324759,,HGYN
1324948,,RBC
1324948,,RBCP
1325618,,IRMD
1325670,,FRST
1325702,,MX
1325964,,LWLG
868578,,PFD
868671,,GBCI
868675,,TU
868780,,DORM
868822,,CRCUF
868857,,ACM
869531,,ADGO
870780,,NQP
871464,,HNGKY
871464,,HKHGF
871763,,MAN
872589,,REGN
872912,,DCTH
873303,,SRPT
873860,,ONIT
874015,,IONS
874238,,STRL
874292,,AEYGQ
874396,,LCUT
874499,,GPOR
874501,,AMBC
874716,,IDXX
874761,,AES
874766,,HIG
874766,,HIG-PG
1326110,,IBRX
1326160,,DUK
1326160,,DUK-PA
1326160,,DUKH
1326160,,DUKB
1326190,,ALT
1326200,,GNK
1326205,,IGC
1326380,,GME
1326706,,NAOV
1326732,,XNCR
1326801,,META
1327068,,USO
1327273,,LYRA
1327318,,TRUE
1327567,,PANW
1327607,,MYFW
1327688,,OOMA
1327811,,WDAY
1327899,,AAMTF
1328237,,DBC
1328581,,BCC
1328598,,FXE
1328792,,TPCS
1328919,,GASS
1329099,,BIDU
1329099,,BAIDF
1329394,,SIMO
1329606,,CETY
1330568,,SLV
1331284,,DHT
1331421,,HLLK
1331520,,HOMB
1331612,,IMTH
1331875,,FNF
1332174,,GSG
1332174,,ISMCF
1332283,,BDJ
1332349,,BKD
1332349,,BKDT
1332551,,ACR
1332551,,ACR-PC
1332551,,ACR-PD
1332943,,IGA
1333141,,FMS
1333141,,FMCQF
1333172,,NMPGY
1333172,,NMPRY
1333274,,MERC
1333493,,EHTH
1333822,,LEDS
1333986,,EQH
1333986,,EQH-PA
1333986,,EQH-PC
1334036,,CROX
1334325,,CODA
1334388,,OBE
1334687,,CJPRY
1334687,,CJPRF
1334933,,UEC
1334978,,CCO
1335105,,LIXT
1335105,,LIXTW
1335112,,LGIQ
1335258,,LYV
1335288,,REOS
1335730,,MFG
1335730,,MZHOF
1336050,,EGF
1336364,,GIGGF
874866,,CRVL
875045,,BIIB
875320,,VRTX
875355,,LDWY
875357,,BOKF
875582,,NTIC
875657,,ULBI
875729,,BNET
876167,,PRGS
876235,,EGYF
876343,,LCTX
876378,,ASXC
876378,,TRXDW
876427,,MNRO
876437,,MTG
876523,,EZPW
876717,,FCO
876779,,MGIC
876883,,STGW
877212,,ZBRA
877422,,SPTN
877463,,VKQ
877860,,NHI
878518,,TGB
878726,,TUEMQ
878927,,ODFL
878932,,EQS
879101,,KIM
879101,,KIM-PM
879101,,KIM-PL
879101,,KIM-PN
879169,,INCY
879361,,MYD
879407,,ARWR
879526,,WNC
879535,,DTF
879585,,ATNI
879635,,MPB
879682,,VIVE
879764,,TTE
879764,,TTFNF
879911,,AERG
879911,,AERGP
880117,,JBSS
880242,,BLGO
880266,,AGCO
880406,,CUBA
880417,,CSBB
880631,,WT
880641,,EFSI
880807,,AMSC
880892,,VGM
1336917,,UAA
1336917,,UA
1336920,,LDOS
1337013,,INFU
1337068,,MGYR
1337090,,SPAZF
1337117,,ITRN
1337298,,FF
1337619,,ENV
1338561,,SPXX
1338749,,PCH
1338929,,AHRO
1338940,,PERI
1339005,,FEMY
1339605,,HEES
1339688,,LCGMF
1339970,,ATYR
1340243,,MPSYF
1340476,,DRTTF
1340476,,DESLF
1340677,,SVM
1340736,,ETY
1340909,,GJO
1341170,,ESEA
1341235,,ALDX
1341317,,BWB
1341317,,BWBBP
1341318,,LSBK
1341335,,FSM
1341439,,ORCL
1341726,,GSPE
1341766,,CELH
1342219,,NLSC
1342338,,HIMX
1342423,,LMNR
1342792,,WWSG
1342874,,TX
1342916,,HNOI
1342936,,RIVF
1342958,,DGLY
1343009,,CNBX
1343465,,SNPW
1343491,,GJP
1343793,,BTA
1345016,,YELP
1345099,,MESO
1345099,,MEOBF
1345105,,CPA
1345126,,CODI
1345126,,CODI-PA
1345126,,CODI-PB
1345126,,CODI-PC
1345865,,BABLD
1346022,,ENRT
1346346,,CMOT
1346610,,SOS
1346655,,CMGO
1346830,,CARA
1346917,,GNTOF
1347123,,EBRCZ
1347178,,VNDA
880984,,ACFN
881787,,CRT
882071,,PFO
882095,,GILD
882150,,MYN
882184,,DHI
882291,,AEMD
882300,,SBI
882361,,APTO
882508,,QUIK
882602,,OMVKY
882602,,OMVJF
882796,,BCRX
882800,,PACV
882835,,ROP
883107,,NANX
883237,,VRTS
883241,,SNPS
883265,,VTN
883412,,MYI
883569,,FOSL
883569,,FOSLL
883618,,NXP
883948,,AUB
883948,,AUB-PA
883975,,MBOT
883984,,ICUI
884121,,HQL
884144,,ASUR
884152,,VMO
884219,,VVI
884247,,YVRLF
884269,,APT
884380,,KEGS
884394,,SPY
884614,,UGI
884624,,OFIX
884650,,IMCI
884713,,PRMW
884887,,RCL
885125,,IQI
885245,,BKE
885275,,WBHC
885307,,JCTCF
885462,,GURE
885508,,STRS
1347242,,LIPO
1347426,,BMA
1347557,,PAC
1347557,,GPAEF
1347858,,XXII
1348362,,LEXX
1348362,,LEXXW
1348911,,KALV
1348952,,ELC
1349436,,SD
1349706,,TOGI
1349706,,TOGIW
1350073,,ICNB
1350102,,ASTI
1350156,,PAXH
1350593,,MWA
1350653,,ATEC
1350869,,GLO
1351573,,PHCG
1351636,,SSTI
1352010,,EPAM
1352081,,CRDE
1352952,,CNFN
1353226,,GJR
1353499,,MAXD
1353611,,FXB
1353612,,FXC
1353613,,FXY
1353614,,FXA
1353615,,FXF
1354866,,BYRN
1355096,,QRTEA
1355096,,QRTEB
1355096,,QRTEP
1355250,,IPIX
1355444,,ERJ
1355677,,MXSG
1355736,,AVCRF
1355790,,ISCO
1355839,,PALT
1355848,,TOON
1356090,,PGEN
1356093,,CREX
1356115,,NXDT
1356115,,NXDT-PA
1356284,,GJS
1356570,,WNS
1356576,,SUPN
1356914,,ECPL
1357459,,PALI
1357615,,KBR
1357660,,GJT
1357671,,VOCL
1357671,,CRTDW
37785,,FMC
37808,,FNB
37996,,F
37996,,F-PB
37996,,F-PC
37996,,F-PD
38264,,FORD
38725,,FELE
38777,,BEN
39020,,FEIM
39092,,FRD
39263,,CFR
39263,,CFR-PB
39311,,IBCP
39368,,FUL
39899,,TGNA
39911,,GAP
39911,,GPS
40211,,GATX
40417,,GAM
40417,,GAM-PB
40533,,GD
40545,,GE
40570,,JOB
40704,,GIS
40729,,ALLY
40987,,GPC
41091,,GPJA
41719,,GLT
42582,,GT
42682,,GRC
42888,,GGG
43196,,GTN
43196,,GTN-A
43920,,GEF
43920,,GEF-B
45012,,HAL
45876,,NVRI
45919,,HHS
46080,,HAS
46129,,ALNT
46195,,BOH
46195,,BOH-PA
46195,,BOH-PB
46207,,HAWEL
46207,,HAWLN
46207,,HAWEN
46207,,HAWEM
46207,,HAWLI
46207,,HAWLL
46207,,HAWLM
46250,,HWKN
46619,,HEI
46619,,HEI-A
46765,,HP
47111,,HSY
47217,,HPQ
47307,,CRAWA
48287,,HNI
48465,,HRL
48898,,HUBB
49071,,HUM
49196,,HBAN
49196,,HBANL
49196,,HBANM
49196,,HBANP
49600,,EGP
49754,,DIN
49826,,ITW
49938,,IMO
50292,,IEHC
50471,,TRAK
50493,,IMKTA
50725,,GFF
50863,,INTC
51143,,IBM
51253,,IFF
51434,,IP
51434,,INPAP
51644,,IPG
52827,,RYN
52988,,J
54187,,MAYS
55067,,K
55135,,KELYA
55135,,KELYB
55234,,KENS
55242,,KMT
55529,,KEQU
55785,,KMB
56047,,KEX
56679,,KFY
56701,,KOSS
56868,,PNRG
56873,,KR
56978,,KLIC
57131,,LZB
57515,,LANC
58361,,LEE
58411,,RONN
58492,,LEG
59255,,VHI
59440,,VGR
59478,,LLY
59527,,LECO
885550,,CACC
885590,,BHC
885601,,IIM
885639,,KSS
885725,,BSX
885731,,NXN
885732,,NXC
885740,,SPNS
885978,,USPH
886043,,MMU
886128,,FCEL
886128,,FCELB
886136,,SGA
886163,,LGND
886163,,LGNDZ
886163,,LGNXZ
886163,,LGNYZ
886163,,LGNZZ
886206,,FC
886346,,KAI
886744,,GERN
886744,,GERNW
886977,,MEOH
886982,,GS
886982,,GS-PA
886982,,GS-PD
886982,,GS-PC
886982,,GSCE
886986,,TECK
886986,,TCKRF
887028,,RTNTF
887153,,SIM
887225,,KEP
887247,,DMKPQ
887343,,COLB
887359,,VCEL
887394,,MQT
887396,,EP
887596,,CAKE
887733,,CENT
887733,,CENTA
887905,,LTC
887936,,FCN
888491,,OHI
888721,,TRIB
888746,,CCU
888981,,NNUP
889132,,PKX
889331,,LFUS
889348,,CVU
889353,,JMTM
889609,,CPSS
889900,,PTEN
889971,,LPTH
890066,,GLBZ
890119,,NIM
890196,,MQY
890393,,MIY
890394,,PRSO
890447,,VTNR
890541,,BLX
890564,,ASGN
890725,,GSAC
890821,,ENVB
890926,,RDN
891014,,MTX
891024,,PDCO
891038,,MPA
1357874,,DTIL
1357878,,RGPX
1357971,,ESOA
1358099,,UCIX
1358190,,ITP
1358633,,SNBH
1358654,,RMESF
1359519,,SVNDY
1359519,,SVNDF
1359841,,HBI
1359931,,TARA
1360214,,HROW
1360214,,HROWL
1360214,,HROWM
1360442,,CBDS
1360565,,WFCF
1360604,,HR
1360901,,EVR
1361113,,VRNS
1361538,,PRIM
1361658,,TNL
1362004,,ICFI
1362190,,AEYE
1362468,,ALGT
1362481,,AGD
1362516,,CLRI
1362703,,THER
1362898,,AVLNF
1362988,,AYR
1363829,,ESGR
1363829,,ESGRP
1363829,,ESGRO
1364125,,WRN
1364250,,DEI
1364479,,HRI
1364742,,BLK
1364885,,SPR
1364954,,CHGG
1365135,,WU
1365767,,ALLT
1366561,,SMAR
1366868,,GSAT
1367083,,SNOA
1367408,,OILY
1367644,,EBS
1367859,,CZWI
1368148,,ATHXQ
1368265,,CLNE
1368275,,WESC
891103,,MTCH
891166,,UVE
891290,,RFI
891417,,NMGX
891478,,SAN
891478,,BCDRF
891482,,FLL
891532,,PESI
892450,,KT
892553,,GTLS
892553,,GTLS-PB
892832,,SDON
892992,,NAZ
893538,,SM
893739,,TURN
893847,,HWBK
893949,,MD
894081,,ATSG
894158,,TOVX
894242,,BKN
894315,,SITC
894315,,SITC-PA
894405,,ARCB
894501,,GRHI
894552,,EMDF
894556,,GEVI
894560,,BOTH
894627,,EGY
894671,,OVBC
894871,,AREN
895126,,CHK
895126,,CHKEL
895126,,CHKEW
895126,,CHKEZ
895287,,VMHG
895417,,ELS
895419,,WOLF
895421,,MS
895421,,MS-PA
895421,,MS-PK
895421,,MS-PI
895421,,MS-PF
895421,,MS-PE
895421,,MS-PL
895421,,MS-PO
895421,,MS-PP
895421,,MS-PQ
895421,,MSTLW
895447,,SCVL
895456,,RCKY
895464,,YBGJ
895528,,VPV
895531,,VCV
895564,,BAESY
895564,,BAESF
895574,,VFL
895665,,CLRD
895728,,ENB
895728,,EBBNF
895728,,EBBGF
895728,,EBGEF
895728,,EBRGF
895728,,EBRZF
895728,,ENBFF
895728,,ENBGF
895728,,ENBHF
895728,,ENBMF
895728,,ENBNF
895728,,ENBOF
895728,,ENBRF
895728,,ENNPF
1368365,,MARK
1368458,,SBH
1368493,,CAF
1368514,,ADMA
1368519,,NOA
1368620,,CNNA
1368622,,AVAV
1369085,,NEWP
1369241,,DAC
1369290,,MYO
1369568,,CPRX
1370053,,ANAB
1370292,,VSMR
1370416,,WPRT
1370450,,WLDN
1370496,,MLLOF
1370637,,ETSY
1370755,,TCPC
1370946,,OC
1371128,,NEWH
1371285,,TRUP
1371489,,III
1371782,,MVO
1372020,,GLDD
1372183,,NXTP
1372299,,OCGN
1372514,,KPRX
1372514,,KPHMW
1372612,,BOX
1372807,,PTMN
1372920,,EDU
1372920,,NWOEF
1373467,,VTXB
1373670,,GRBK
1373670,,GRBK-PA
1373715,,NOW
1373853,,THBD
1374310,,CBOE
1374328,,FTLF
1374339,,PMN
1374567,,LUVU
1374690,,LRMR
1375195,,CRTG
1375205,,URG
1375340,,FOF
1375348,,GLNS
1375365,,SMCI
1375793,,MLRT
1375877,,CSIQ
1376139,,CVI
1376227,,UNG
1376231,,VPRB
1376321,,CNET
1376339,,MDXG
1376793,,CVAT
1376804,,VNUE
1376986,,TVE
1376986,,TVC
1377121,,PTGX
1377149,,CRVW
1377167,,FGCO
1377630,,NCMI
1377757,,GAU
1377789,,AVNW
1377936,,SAR
1377936,,SAJ
1377936,,SAT
1377936,,SAY
1377936,,SAZ
1378140,,OPTT
1378239,,OMAB
1378239,,GAERF
1378580,,EADSY
1378580,,EADSF
1378590,,BLIN
1378701,,GDL
1378701,,GDL-PC
1378789,,AER
1378866,,GOGR
1378950,,PRTS
896156,,ETD
896159,,CB
896262,,AMED
896264,,USNA
896429,,CTLP
896429,,CTLPP
896493,,AULT
896493,,AULT-PD
896622,,ATR
896747,,ABMC
896878,,INTU
897077,,ALG
897078,,KOAN
897269,,MVT
897322,,GILT
897419,,NMT
897421,,NPV
897448,,AMRN
897723,,SANM
897802,,SPE
897802,,SPE-PC
898171,,UWHR
898173,,ORLY
898174,,RGA
898174,,RZB
898174,,RZC
898293,,JBL
898437,,ANIK
899051,,ALL
899051,,ALL-PH
899051,,ALL-PB
899051,,ALL-PI
899051,,ALL-PJ
899394,,HRBR
899460,,MNKD
899629,,AKR
1378992,,BERY
1379006,,NNVC
1379041,,EIG
1379043,,XFCI
1379384,,BTZ
1379400,,AOD
1379438,,EXG
1379785,,BBDC
1380106,,RPID
1380365,,IDKOY
1380365,,IDKOF
1380366,,GNNDY
1380366,,GGNDF
1380936,,GOF
1381074,,RTC
1381197,,IBKR
1381640,,MLCO
1381668,,TFSL
1381871,,BOMO
1382101,,STRO
1382230,,ESSA
1382574,,MEDS
1382821,,RDFN
1383057,,DBP
1383058,,DBO
1383062,,DBE
1383082,,DBA
1383084,,DBB
1383088,,CYCA
1383149,,UDN
1383151,,UUP
1383312,,BR
1383395,,SQNS
1383414,,PNNT
1383441,,NIE
1383650,,CQP
1384101,,VCYT
1384195,,REI
1384365,,RDAR
1384905,,RNG
1385145,,CELJF
1385157,,TEL
1385280,,CNK
1385613,,GLRE
1385632,,IAE
1385763,,JCE
1385818,,AYTU
1385849,,UUUU
1386044,,FHLD
1386049,,BYOC
1386067,,EOD
1386278,,GDOT
1386301,,RSSS
1386570,,CDXC
1386716,,SBLK
1387467,,AOSL
1387473,,TIGCF
1388126,,HNW
1388141,,EDD
1388295,,ONEI
1388319,,USRM
1388320,,ATNM
1388658,,IRTC
1389002,,MRIN
1389050,,AROC
1389067,,TTCM
1389170,,TRGP
1389207,,GFASY
1389207,,GFSAY
899689,,VNO
899689,,VNO-PL
899689,,VNO-PM
899689,,VNORP
899689,,VNO-PN
899689,,VNO-PO
899715,,SKT
899751,,TWI
899782,,NOM
899923,,MYGN
900075,,CPRT
900391,,NTZ
900422,,PMO
901243,,MUA
901491,,PZZA
901832,,AZN
901832,,AZNCF
902791,,BBSI
1389518,,CMGR
1389545,,NBY
1390195,,AWP
1390352,,ORRCF
1390478,,SLS
1390777,,BK
1391127,,EGIO
1391135,,LIFD
1391426,,CLNV
1391437,,GRX
1391933,,QNTO
1392326,,CCEC
1392326,,CPLP
1392380,,GEVO
1392449,,GPLB
1392694,,SURG
1392694,,SURGW
1392972,,PRO
1392994,,FGB
1393044,,MTMV
1393052,,VEEV
1393299,,BGY
1393311,,PSA
1393311,,PSA-PH
1393311,,PSA-PK
1393311,,PSA-PF
1393311,,PSA-PG
1393311,,PSA-PI
1393311,,PSA-PJ
1393311,,PSA-PL
1393311,,PSA-PM
1393311,,PSA-PN
1393311,,PSA-PO
1393311,,PSA-PP
1393311,,PSA-PQ
1393311,,PSA-PR
1393311,,PSA-PS
1393434,,OCUL
1393540,,IGEN
1393548,,CLIS
1393584,,AMWL
1393612,,DFS
1393726,,TIPT
1393772,,BUDZ
1393781,,QIND
1393818,,BX
1393883,,DHX
1394056,,OSS
1394108,,SUIC
1394319,,TCON
1394832,,ATS
1395064,,TAK
1395064,,TKPHF
1395213,,EDN
1395325,,ETJ
1395445,,PRPI
1395937,,SNDX
1395942,,KAR
1396009,,VMC
1396033,,LLFLQ
1396277,,CHW
1396440,,MAIN
1396536,,DUOT
1396814,,PCRX
1396878,,UGA
1397016,,OPXS
1397047,,FPAY
1397183,,IVDA
1397183,,IVDAW
1397187,,LULU
1397616,,SSVFF
1397702,,SILK
1397911,,LPLA
1398453,,XIN
1398659,,G
1398713,,NVDEF
1398733,,AQST
1398805,,BEEM
1398972,,ERDCF
1398987,,HOUS
1399306,,BRBL
1399352,,WARM
1399520,,STKS
903129,,THRM
903419,,ALRS
903651,,INOD
904112,,MSD
904851,,YPF
906013,,AWF
906107,,EQR
906163,,NVR
906345,,CPT
1400118,,SGMT
1400271,,CUBT
1400438,,LGO
1400691,,HDELY
1400691,,HLBZF
1400810,,HCI
1400810,,HCIIP
1400891,,IHRT
1400891,,IHRTB
1400891,,IHETW
1400897,,SRV
1401040,,DMAC
1401257,,FET
1401395,,NEPTF
1401521,,ACIC
1401564,,FFNW
1401667,,PBYI
1401835,,SRGZ
1401914,,DARE
1402057,,CDW
1402328,,SBFM
1402328,,SBFMW
1402371,,ELRA
1402388,,WFG
1402436,,SSNC
1402479,,MDVLQ
1402829,,ORN
1402945,,RXMD
1403161,,V
1403475,,BMRC
1403528,,OAK-PA
1403528,,OAK-PB
1403568,,ULTA
1403708,,EVOK
1403870,,GARWF
1404281,,ELDN
1404356,,CBIA
1404593,,MDCE
1404644,,NGNE
1404655,,HUBS
1404804,,OMTK
1404912,,KKR
1404912,,KKRS
1404935,,THCT
1405495,,IDCC
1405513,,UNL
1405528,,USL
1406234,,BIP
1406234,,BIPH
1406234,,BIPI
1406234,,BIPJ
1406234,,BIP-PA
1406234,,BIP-PB
1406234,,BRIPF
1406434,,PCST
1406587,,FOR
1406588,,MNGG
1406666,,CALX
1406944,,TRBMF
1407583,,BHLL
1407623,,ROIC
1407704,,BOTY
1407878,,DLOC
1407973,,SONX
1408057,,ICCRW
1408057,,ICNP
1408075,,GPK
1408100,,KW
1408146,,SCYYF
1408198,,MSCI
1408201,,TPZ
1408443,,MIST
1408534,,FGBI
1408534,,FGBIP
1408710,,FN
1409036,,TARSF
1409171,,TITN
1409175,,MTAM
1409197,,BSPK
1409269,,VERO
1409375,,OESX
1409446,,NHMD
1409493,,CIM
1409493,,CIM-PB
1409493,,CIM-PD
1409493,,CIM-PC
1409493,,CIM-PA
1409493,,CIMN
1409493,,CIMO
1409624,,HMLA
1409970,,LC
1409999,,BBBT
1410098,,CRMD
1410172,,RBCN
1410187,,CNNC
1410384,,QTWO
1410428,,XWEL
1410636,,AWK
1410708,,NUVI
1410738,,VPLM
906465,,QCRH
906553,,BYD
906709,,NKTR
907242,,MCRI
907254,,BFS
907254,,BFS-PD
907254,,BFS-PE
907471,,CASH
907654,,ORKA
907654,,ABIO
908187,,PCM
908255,,BWA
908259,,OTLC
908311,,CMCT
908315,,WINA
908732,,SPTJF
908937,,SIRI
908993,,VKI
909037,,SQM
909108,,DHIL
909112,,TEI
909327,,SUZ
909494,,TCX
909724,,TLF
909832,,COST
910068,,HIO
910073,,NYCB
910073,,NYCB-PA
910073,,NYCB-PU
910108,,LXP
910108,,LXP-PC
910267,,TTNP
910267,,TTNPW
910329,,MED
910406,,HAIN
910521,,DECK
910606,,REG
910606,,REGCO
910606,,REGCP
910612,,CBL
910631,,KOF
910631,,COCSF
910638,,DDD
910679,,WVFC
1411057,,CBIH
1411207,,ALSN
1411342,,EFC
1411342,,EFC-PA
1411342,,EFC-PB
1411342,,EFC-PC
1411342,,EFC-PD
1411342,,EFC-PE
1411579,,AMC
1411685,,VTGN
1411688,,TCS
1411690,,BNGO
1411906,,AMPE
1412095,,TROO
1412100,,MHLD
1412100,,MHLA
1412100,,MHNC
1412126,,RMSL
1412408,,PHR
1412486,,COCP
1412558,,EVO
1412558,,EVOTF
1412665,,MOFG
1413119,,KBLB
1413329,,PM
1413447,,NXPI
1413488,,CBGL
1413745,,ANTE
1413754,,MRZM
1413837,,FFWM
1413855,,FANH
1413891,,HWNI
1413898,,DALN
1413909,,DSGT
1414382,,CLEV
1414767,,NCPL
1414767,,NCPLW
1414932,,OCSL
1414953,,MOJO
1415311,,AGQ
1415311,,BOIL
1415311,,EUO
1415311,,GLL
1415311,,KOLD
1415311,,SCO
1415311,,SVXY
1415311,,UCO
1415311,,UGL
1415311,,ULE
1415311,,UVXY
1415311,,VIXM
1415311,,VIXY
1415311,,YCL
1415311,,YCS
1415311,,ZSL
1415332,,LTUM
1415397,,RAPH
1415404,,SATS
1415744,,NMEX
1415758,,NVSGF
1415813,,ARMC
1415921,,NMM
1416090,,IMII
1416697,,BLPG
1416876,,FCHS
1417398,,HI
1417663,,SNWV
1417664,,VEII
1417802,,IDE
1417892,,SOL
1417926,,INVO
1418076,,SLRC
1418121,,APLE
1418135,,KDP
1418149,,HLRTF
1418489,,GNRV
1418819,,IRDM
1419041,,FBRX
1419051,,TSOI
1419275,,RVYL
1419536,,CBNK
